163,163
184,184
194,194
151,151
80,80
79,79
108,108
138,138
139,139
129,129
121,121
125,125
134,134
136,136
139,139
145,145
149,149
148,148
143,143
150,150
158,158
159,159
153,153
152,152
158,158
165,165
166,166
158,158
151,151
151,151
148,148
156,156
168,168
167,167
166,166
164,164
165,165
165,165
177,177
202,202
212,212
215,215
218,218
220,221
220,220
220,219
220,220
220,221
222,222
222,222
221,221
222,222
224,226
225,222
225,227
226,227
225,226
227,226
227,227
226,226
226,226
226,225
226,226
226,226
165,165
192,192
195,195
150,150
83,83
80,80
109,109
140,140
140,140
132,132
126,126
129,129
138,138
141,141
143,143
146,146
152,152
153,153
150,150
149,149
154,154
159,159
153,153
149,149
157,157
170,170
167,167
158,158
152,152
151,151
150,150
159,159
167,167
172,172
168,168
165,165
166,166
165,165
177,177
205,205
214,216
215,216
218,216
220,218
221,222
221,221
221,223
223,221
223,222
224,226
223,222
224,223
226,222
226,229
227,227
227,224
226,224
227,228
227,228
226,227
226,225
226,228
226,226
226,226
163,163
193,193
198,198
151,151
80,80
80,80
112,112
135,135
142,142
139,139
136,136
136,136
138,138
143,143
149,149
154,154
157,157
155,155
154,154
151,151
153,153
157,157
152,152
153,153
159,159
169,169
165,165
160,160
156,156
151,151
151,151
159,159
168,168
172,172
170,170
168,168
167,167
168,168
183,183
205,205
216,214
217,218
218,217
221,222
222,221
222,222
223,221
224,225
223,224
223,221
222,225
223,222
226,228
226,226
227,207
227,209
225,207
227,208
227,162
227,164
227,165
227,150
227,178
227,228
170,170
194,194
197,197
152,152
82,82
79,79
111,111
138,138
140,140
142,142
145,145
144,144
143,143
146,146
152,152
153,153
155,155
151,151
149,149
150,150
151,151
151,151
150,150
155,155
160,160
167,167
166,166
161,161
154,154
151,151
155,155
161,161
170,170
174,174
170,170
166,166
165,165
170,170
185,185
207,207
218,218
219,218
221,220
222,223
223,222
223,225
223,224
223,222
225,224
226,227
225,206
226,177
228,131
228,131
228,138
228,108
226,78
227,84
227,110
227,92
228,45
228,77
228,182
227,226
162,162
195,195
202,202
152,152
85,85
80,80
109,109
136,136
136,136
139,139
143,143
145,145
147,147
151,151
151,151
147,147
148,148
151,151
149,149
150,150
153,153
153,153
154,154
155,155
158,158
163,163
167,167
158,158
153,153
154,154
155,155
158,158
171,171
176,176
172,172
167,167
169,169
173,173
184,184
211,211
218,218
220,220
222,222
223,221
224,225
226,226
226,225
225,227
226,178
226,149
225,149
226,180
227,163
227,118
227,119
227,86
228,108
228,149
229,139
228,116
228,193
228,228
228,226
227,228
163,163
195,195
199,199
150,150
84,84
83,83
113,113
131,131
133,133
136,136
139,139
142,142
146,146
151,151
150,150
144,144
145,145
151,151
151,151
153,153
158,158
156,156
155,155
153,153
159,159
162,162
164,164
155,155
154,154
153,153
154,154
164,164
172,172
172,172
168,168
169,169
168,168
172,172
185,185
208,208
218,220
220,220
222,224
223,222
225,206
228,179
229,182
228,118
228,112
228,117
226,64
227,32
228,37
228,38
228,47
228,76
229,45
229,47
229,99
229,230
228,226
228,230
228,229
227,228
175,175
199,199
188,188
144,144
88,88
81,81
112,112
133,133
136,136
140,140
143,143
143,143
145,145
149,149
148,148
144,144
149,149
154,154
155,155
160,160
167,167
160,160
155,155
153,153
160,160
164,164
164,164
157,157
154,154
152,152
156,156
165,165
170,170
176,176
169,169
170,170
167,167
173,173
192,192
210,210
221,219
222,176
223,128
225,132
226,135
227,101
228,45
228,101
229,61
229,62
227,45
228,45
229,40
229,39
229,53
229,62
229,60
229,80
230,152
229,228
228,228
229,230
229,228
229,229
130,130
191,191
183,183
137,137
94,94
85,85
113,113
140,140
147,147
149,149
147,147
143,143
143,143
147,147
149,149
148,148
147,147
152,152
156,156
159,159
169,169
164,164
155,155
155,155
161,161
166,166
165,165
160,160
161,161
160,160
153,153
136,136
148,148
180,180
172,172
169,169
173,173
175,175
192,192
214,214
221,224
221,113
223,119
227,92
229,20
228,33
228,51
229,86
229,55
230,45
228,63
228,86
230,27
230,14
230,55
230,113
230,91
230,124
230,229
229,231
228,228
228,228
229,231
228,228
99,99
183,183
166,166
132,132
96,96
85,85
112,112
144,144
151,152
147,149
148,146
143,142
139,138
147,149
151,147
146,148
151,150
152,152
158,157
163,166
171,167
160,162
151,150
154,155
161,159
167,168
160,159
122,121
90,92
62,61
50,50
38,39
104,104
144,144
175,175
174,174
175,175
179,179
189,189
199,199
202,203
209,208
204,203
214,96
214,96
219,82
225,63
226,83
229,72
229,51
231,83
229,64
232,84
230,56
232,129
230,166
228,56
231,211
231,230
228,229
230,230
231,231
229,228
229,230
54,54
82,82
160,160
136,136
101,101
81,81
115,115
141,141
147,143
144,145
148,147
144,146
143,143
145,142
145,150
151,148
147,147
148,149
152,158
167,162
165,170
159,156
148,151
160,157
153,153
107,106
89,89
89,90
108,107
118,118
123,122
96,96
120,120
115,115
171,171
175,175
163,163
170,170
169,169
169,169
164,162
167,166
169,171
173,172
174,174
171,135
170,104
190,114
196,82
218,32
226,120
230,105
231,119
235,155
229,73
232,140
233,120
231,231
231,234
232,231
231,231
229,230
229,230
231,230
61,61
60,60
87,87
131,131
100,100
84,84
113,113
139,139
141,146
145,143
147,149
153,148
150,150
150,152
156,154
152,152
147,149
145,145
152,149
166,166
167,168
147,146
133,134
116,116
104,102
100,100
95,95
100,99
104,101
92,95
94,96
105,104
103,103
143,143
150,150
151,151
156,156
154,154
157,157
165,165
160,163
162,161
164,163
163,165
165,163
161,160
168,168
166,166
159,158
156,115
167,130
204,107
230,132
229,109
235,120
232,183
232,183
230,233
232,230
233,231
231,231
231,231
231,231
230,229
46,46
43,43
54,54
69,69
101,101
84,84
117,117
142,142
147,145
148,146
152,155
153,154
157,155
153,155
157,154
157,159
153,151
148,116
159,128
158,158
127,125
101,103
96,95
65,65
67,63
69,68
71,70
75,78
110,111
103,99
103,101
103,105
84,84
104,104
133,133
145,145
144,144
153,153
154,154
157,157
163,163
160,161
167,168
174,171
164,164
166,167
160,162
153,152
162,160
160,159
147,150
152,103
161,82
216,67
229,143
234,140
235,234
234,234
234,233
233,234
232,231
233,232
232,231
230,231
60,60
61,61
55,55
66,66
79,79
98,98
121,121
136,136
143,146
144,145
147,147
150,148
150,155
154,150
157,159
158,158
157,158
134,109
161,122
119,121
135,139
147,145
102,100
82,84
90,66
51,49
44,43
60,57
82,83
87,88
104,106
128,124
108,108
78,78
129,129
134,134
139,139
145,145
145,145
153,153
157,155
155,158
156,153
156,159
162,163
157,156
158,154
158,162
151,153
158,155
153,153
138,136
144,143
143,106
180,70
234,121
